timestamp, utilization.gpu [%], memory.used [MiB], memory.free [MiB], temperature.gpu
2026/03/20 02:10:04.162, [N/A], 93 MiB, 80987 MiB, 27
2026/03/20 02:10:04.163, [N/A], 93 MiB, 80987 MiB, 26
2026/03/20 02:10:04.163, [N/A], 68 MiB, 95252 MiB, 29
2026/03/20 02:10:04.164, 97 %, 2025 MiB, 93295 MiB, 65
2026/03/20 02:10:04.164, 0 %, 4 MiB, 95317 MiB, 27
2026/03/20 02:10:04.164, 95 %, 13015 MiB, 82305 MiB, 63
2026/03/20 02:11:04.165, [N/A], 27305 MiB, 68016 MiB, 33
2026/03/20 02:11:04.165, [N/A], 93 MiB, 95227 MiB, 30
2026/03/20 02:11:04.166, [N/A], 93 MiB, 80987 MiB, 26
2026/03/20 02:11:04.166, [N/A], 93 MiB, 80987 MiB, 25
2026/03/20 02:11:04.167, [N/A], 68 MiB, 95252 MiB, 29
2026/03/20 02:11:04.168, 98 %, 2025 MiB, 93295 MiB, 65
2026/03/20 02:11:04.168, 0 %, 4 MiB, 95317 MiB, 26
2026/03/20 02:11:04.168, 96 %, 13015 MiB, 82305 MiB, 63
2026/03/20 02:12:04.168, [N/A], 27305 MiB, 68016 MiB, 33
2026/03/20 02:12:04.168, [N/A], 93 MiB, 95227 MiB, 30
2026/03/20 02:12:04.169, [N/A], 93 MiB, 80987 MiB, 27
2026/03/20 02:12:04.170, [N/A], 93 MiB, 80987 MiB, 25
2026/03/20 02:12:04.170, [N/A], 68 MiB, 95252 MiB, 29
2026/03/20 02:12:04.171, 97 %, 2025 MiB, 93295 MiB, 59
2026/03/20 02:12:04.171, 0 %, 4 MiB, 95317 MiB, 27
2026/03/20 02:12:04.171, 95 %, 13015 MiB, 82305 MiB, 63
2026/03/20 02:13:04.171, [N/A], 27305 MiB, 68016 MiB, 34
2026/03/20 02:13:04.172, [N/A], 93 MiB, 95227 MiB, 31
2026/03/20 02:13:04.172, [N/A], 93 MiB, 80987 MiB, 27
2026/03/20 02:13:04.173, [N/A], 93 MiB, 80987 MiB, 26
2026/03/20 02:13:04.174, [N/A], 68 MiB, 95252 MiB, 30
2026/03/20 02:13:04.174, 98 %, 2025 MiB, 93295 MiB, 66
2026/03/20 02:13:04.174, 0 %, 4 MiB, 95317 MiB, 28
2026/03/20 02:13:04.174, 94 %, 13015 MiB, 82305 MiB, 63
2026/03/20 02:14:04.175, [N/A], 27305 MiB, 68016 MiB, 34
2026/03/20 02:14:04.175, [N/A], 93 MiB, 95227 MiB, 31
2026/03/20 02:14:04.176, [N/A], 93 MiB, 80987 MiB, 28
2026/03/20 02:14:04.176, [N/A], 93 MiB, 80987 MiB, 26
2026/03/20 02:14:04.177, [N/A], 68 MiB, 95252 MiB, 30
2026/03/20 02:14:04.177, 97 %, 2025 MiB, 93295 MiB, 66
2026/03/20 02:14:04.177, 0 %, 4 MiB, 95317 MiB, 28
2026/03/20 02:14:04.177, 95 %, 13015 MiB, 82305 MiB, 64
2026/03/20 02:15:04.178, [N/A], 27305 MiB, 68016 MiB, 34
2026/03/20 02:15:04.179, [N/A], 93 MiB, 95227 MiB, 31
2026/03/20 02:15:04.180, [N/A], 93 MiB, 80987 MiB, 27
2026/03/20 02:15:04.180, [N/A], 93 MiB, 80987 MiB, 26
2026/03/20 02:15:04.181, [N/A], 68 MiB, 95252 MiB, 29
2026/03/20 02:15:04.181, 98 %, 2025 MiB, 93295 MiB, 61
2026/03/20 02:15:04.181, 0 %, 4 MiB, 95317 MiB, 27
2026/03/20 02:15:04.181, 94 %, 13015 MiB, 82305 MiB, 63
2026/03/20 02:16:04.183, [N/A], 27305 MiB, 68016 MiB, 33
2026/03/20 02:16:04.183, [N/A], 93 MiB, 95227 MiB, 30
2026/03/20 02:16:04.184, [N/A], 93 MiB, 80987 MiB, 27
2026/03/20 02:16:04.184, [N/A], 93 MiB, 80987 MiB, 25
2026/03/20 02:16:04.185, [N/A], 68 MiB, 95252 MiB, 29
2026/03/20 02:16:04.185, 94 %, 2025 MiB, 93295 MiB, 66
2026/03/20 02:16:04.185, 0 %, 4 MiB, 95317 MiB, 27
2026/03/20 02:16:04.185, 95 %, 13015 MiB, 82305 MiB, 63
2026/03/20 02:17:04.186, [N/A], 27305 MiB, 68016 MiB, 33
2026/03/20 02:17:04.186, [N/A], 93 MiB, 95227 MiB, 29
2026/03/20 02:17:04.187, [N/A], 93 MiB, 80987 MiB, 26
2026/03/20 02:17:04.188, [N/A], 93 MiB, 80987 MiB, 25
2026/03/20 02:17:04.188, [N/A], 68 MiB, 95252 MiB, 28
2026/03/20 02:17:04.189, 98 %, 2025 MiB, 93295 MiB, 65
2026/03/20 02:17:04.189, 0 %, 4 MiB, 95317 MiB, 26
2026/03/20 02:17:04.189, 95 %, 13015 MiB, 82305 MiB, 62
2026/03/20 02:18:04.190, [N/A], 27305 MiB, 68016 MiB, 33
2026/03/20 02:18:04.190, [N/A], 93 MiB, 95227 MiB, 29
2026/03/20 02:18:04.191, [N/A], 93 MiB, 80987 MiB, 26
2026/03/20 02:18:04.191, [N/A], 93 MiB, 80987 MiB, 25
2026/03/20 02:18:04.192, [N/A], 68 MiB, 95252 MiB, 28
2026/03/20 02:18:04.192, 96 %, 2025 MiB, 93295 MiB, 60
2026/03/20 02:18:04.192, 0 %, 4 MiB, 95317 MiB, 26
2026/03/20 02:18:04.192, 95 %, 13015 MiB, 82305 MiB, 62
2026/03/20 02:19:04.193, [N/A], 27305 MiB, 68016 MiB, 34
2026/03/20 02:19:04.194, [N/A], 93 MiB, 95227 MiB, 30
2026/03/20 02:19:04.194, [N/A], 93 MiB, 80987 MiB, 27
2026/03/20 02:19:04.195, [N/A], 93 MiB, 80987 MiB, 26
2026/03/20 02:19:04.195, [N/A], 68 MiB, 95252 MiB, 29
2026/03/20 02:19:04.196, 98 %, 2025 MiB, 93295 MiB, 66
2026/03/20 02:19:04.196, 0 %, 4 MiB, 95317 MiB, 27
2026/03/20 02:19:04.196, 96 %, 13015 MiB, 82305 MiB, 63
2026/03/20 02:20:04.197, [N/A], 27305 MiB, 68016 MiB, 34
2026/03/20 02:20:04.197, [N/A], 93 MiB, 95227 MiB, 31
2026/03/20 02:20:04.198, [N/A], 93 MiB, 80987 MiB, 28
2026/03/20 02:20:04.198, [N/A], 93 MiB, 80987 MiB, 26
2026/03/20 02:20:04.199, [N/A], 68 MiB, 95252 MiB, 30
2026/03/20 02:20:04.200, 98 %, 2025 MiB, 93295 MiB, 66
2026/03/20 02:20:04.200, 0 %, 4 MiB, 95317 MiB, 28
2026/03/20 02:20:04.200, 95 %, 13015 MiB, 82305 MiB, 63
2026/03/20 02:21:04.201, [N/A], 27305 MiB, 68016 MiB, 34
2026/03/20 02:21:04.201, [N/A], 93 MiB, 95227 MiB, 31
2026/03/20 02:21:04.202, [N/A], 93 MiB, 80987 MiB, 27
2026/03/20 02:21:04.202, [N/A], 93 MiB, 80987 MiB, 26
2026/03/20 02:21:04.203, [N/A], 68 MiB, 95252 MiB, 29
2026/03/20 02:21:04.203, 97 %, 2025 MiB, 93295 MiB, 66
2026/03/20 02:21:04.203, 0 %, 4 MiB, 95317 MiB, 27
2026/03/20 02:21:04.204, 92 %, 13015 MiB, 82305 MiB, 63
2026/03/20 02:22:04.204, [N/A], 27305 MiB, 68016 MiB, 33
2026/03/20 02:22:04.204, [N/A], 93 MiB, 95227 MiB, 30
2026/03/20 02:22:04.205, [N/A], 93 MiB, 80987 MiB, 27
2026/03/20 02:22:04.206, [N/A], 93 MiB, 80987 MiB, 25
2026/03/20 02:22:04.206, [N/A], 68 MiB, 95252 MiB, 29
2026/03/20 02:22:04.207, 20 %, 2025 MiB, 93295 MiB, 60
2026/03/20 02:22:04.207, 0 %, 4 MiB, 95317 MiB, 26
2026/03/20 02:22:04.207, 95 %, 13015 MiB, 82305 MiB, 63
2026/03/20 02:23:04.208, [N/A], 27305 MiB, 68016 MiB, 33
2026/03/20 02:23:04.208, [N/A], 93 MiB, 95227 MiB, 29
2026/03/20 02:23:04.209, [N/A], 93 MiB, 80987 MiB, 26
2026/03/20 02:23:04.209, [N/A], 93 MiB, 80987 MiB, 25
2026/03/20 02:23:04.210, [N/A], 68 MiB, 95252 MiB, 28
2026/03/20 02:23:04.211, 97 %, 2025 MiB, 93295 MiB, 65
2026/03/20 02:23:04.211, 0 %, 4 MiB, 95317 MiB, 26
2026/03/20 02:23:04.211, 96 %, 13015 MiB, 82305 MiB, 62
2026/03/20 02:24:04.211, [N/A], 27305 MiB, 68016 MiB, 33
2026/03/20 02:24:04.212, [N/A], 93 MiB, 95227 MiB, 30
2026/03/20 02:24:04.213, [N/A], 93 MiB, 80987 MiB, 26
2026/03/20 02:24:04.213, [N/A], 93 MiB, 80987 MiB, 25
2026/03/20 02:24:04.214, [N/A], 68 MiB, 95252 MiB, 29
2026/03/20 02:24:04.214, 98 %, 2025 MiB, 93295 MiB, 66
2026/03/20 02:24:04.214, 0 %, 4 MiB, 95317 MiB, 27
2026/03/20 02:24:04.214, 94 %, 13015 MiB, 82305 MiB, 63
2026/03/20 02:25:04.215, [N/A], 27305 MiB, 68016 MiB, 34
2026/03/20 02:25:04.216, [N/A], 93 MiB, 95227 MiB, 31
2026/03/20 02:25:04.216, [N/A], 93 MiB, 80987 MiB, 27
2026/03/20 02:25:04.217, [N/A], 93 MiB, 80987 MiB, 26
2026/03/20 02:25:04.218, [N/A], 68 MiB, 95252 MiB, 30
2026/03/20 02:25:04.218, 47 %, 2025 MiB, 93295 MiB, 65
2026/03/20 02:25:04.218, 0 %, 4 MiB, 95317 MiB, 28
2026/03/20 02:25:04.218, 96 %, 13015 MiB, 82305 MiB, 63
2026/03/20 02:26:04.219, [N/A], 27305 MiB, 68016 MiB, 34
2026/03/20 02:26:04.220, [N/A], 93 MiB, 95227 MiB, 31
2026/03/20 02:26:04.220, [N/A], 93 MiB, 80987 MiB, 28
2026/03/20 02:26:04.221, [N/A], 93 MiB, 80987 MiB, 26
2026/03/20 02:26:04.221, [N/A], 68 MiB, 95252 MiB, 30
2026/03/20 02:26:04.222, 97 %, 2025 MiB, 93295 MiB, 63
2026/03/20 02:26:04.222, 0 %, 4 MiB, 95317 MiB, 28
2026/03/20 02:26:04.222, 95 %, 13015 MiB, 82305 MiB, 64
2026/03/20 02:27:04.222, [N/A], 27305 MiB, 68016 MiB, 34
2026/03/20 02:27:04.223, [N/A], 93 MiB, 95227 MiB, 31
2026/03/20 02:27:04.223, [N/A], 93 MiB, 80987 MiB, 28
2026/03/20 02:27:04.224, [N/A], 93 MiB, 80987 MiB, 26
2026/03/20 02:27:04.225, [N/A], 68 MiB, 95252 MiB, 30
2026/03/20 02:27:04.225, 98 %, 2025 MiB, 93295 MiB, 61
2026/03/20 02:27:04.225, 0 %, 4 MiB, 95317 MiB, 28
2026/03/20 02:27:04.225, 95 %, 13015 MiB, 82305 MiB, 64
2026/03/20 02:28:04.226, [N/A], 27305 MiB, 68016 MiB, 34
2026/03/20 02:28:04.227, [N/A], 93 MiB, 95227 MiB, 31
2026/03/20 02:28:04.227, [N/A], 93 MiB, 80987 MiB, 27
2026/03/20 02:28:04.228, [N/A], 93 MiB, 80987 MiB, 26
2026/03/20 02:28:04.229, [N/A], 68 MiB, 95252 MiB, 29
2026/03/20 02:28:04.229, 94 %, 2025 MiB, 93295 MiB, 66
2026/03/20 02:28:04.229, 0 %, 4 MiB, 95317 MiB, 27
2026/03/20 02:28:04.229, 95 %, 13015 MiB, 82305 MiB, 63
2026/03/20 02:29:04.231, [N/A], 27305 MiB, 68016 MiB, 33
2026/03/20 02:29:04.231, [N/A], 93 MiB, 95227 MiB, 30
2026/03/20 02:29:04.232, [N/A], 93 MiB, 80987 MiB, 27
2026/03/20 02:29:04.232, [N/A], 93 MiB, 80987 MiB, 25
2026/03/20 02:29:04.233, [N/A], 68 MiB, 95252 MiB, 29
2026/03/20 02:29:04.233, 97 %, 2025 MiB, 93295 MiB, 65
2026/03/20 02:29:04.233, 0 %, 4 MiB, 95317 MiB, 27
2026/03/20 02:29:04.233, 94 %, 13015 MiB, 82305 MiB, 62
2026/03/20 02:30:04.234, [N/A], 27305 MiB, 68016 MiB, 33
2026/03/20 02:30:04.235, [N/A], 93 MiB, 95227 MiB, 30
2026/03/20 02:30:04.235, [N/A], 93 MiB, 80987 MiB, 27
2026/03/20 02:30:04.236, [N/A], 93 MiB, 80987 MiB, 25
2026/03/20 02:30:04.236, [N/A], 68 MiB, 95252 MiB, 29
2026/03/20 02:30:04.237, 9 %, 2025 MiB, 93295 MiB, 61
2026/03/20 02:30:04.237, 0 %, 4 MiB, 95317 MiB, 27
2026/03/20 02:30:04.237, 96 %, 13015 MiB, 82305 MiB, 62
2026/03/20 02:31:04.237, [N/A], 27305 MiB, 68016 MiB, 34
2026/03/20 02:31:04.238, [N/A], 93 MiB, 95227 MiB, 31
2026/03/20 02:31:04.239, [N/A], 93 MiB, 80987 MiB, 27
2026/03/20 02:31:04.239, [N/A], 93 MiB, 80987 MiB, 26
2026/03/20 02:31:04.240, [N/A], 68 MiB, 95252 MiB, 30
2026/03/20 02:31:04.240, 98 %, 2025 MiB, 93295 MiB, 67
2026/03/20 02:31:04.241, 0 %, 4 MiB, 95317 MiB, 28
2026/03/20 02:31:04.241, 95 %, 13015 MiB, 82305 MiB, 63
2026/03/20 02:32:04.241, [N/A], 27305 MiB, 68016 MiB, 35
2026/03/20 02:32:04.242, [N/A], 93 MiB, 95227 MiB, 31
2026/03/20 02:32:04.242, [N/A], 93 MiB, 80987 MiB, 28
2026/03/20 02:32:04.243, [N/A], 93 MiB, 80987 MiB, 26
2026/03/20 02:32:04.243, [N/A], 68 MiB, 95252 MiB, 30
2026/03/20 02:32:04.244, 98 %, 2025 MiB, 93295 MiB, 67
2026/03/20 02:32:04.244, 0 %, 4 MiB, 95317 MiB, 28
2026/03/20 02:32:04.244, 95 %, 13015 MiB, 82305 MiB, 64
2026/03/20 02:33:04.245, [N/A], 27305 MiB, 68016 MiB, 34
2026/03/20 02:33:04.245, [N/A], 93 MiB, 95227 MiB, 31
2026/03/20 02:33:04.246, [N/A], 93 MiB, 80987 MiB, 28
2026/03/20 02:33:04.247, [N/A], 93 MiB, 80987 MiB, 26
2026/03/20 02:33:04.247, [N/A], 68 MiB, 95252 MiB, 30
2026/03/20 02:33:04.248, 37 %, 2025 MiB, 93295 MiB, 61
2026/03/20 02:33:04.248, 0 %, 4 MiB, 95317 MiB, 28
2026/03/20 02:33:04.248, 92 %, 13015 MiB, 82305 MiB, 63
2026/03/20 02:34:04.249, [N/A], 27305 MiB, 68016 MiB, 34
2026/03/20 02:34:04.250, [N/A], 93 MiB, 95227 MiB, 31
2026/03/20 02:34:04.250, [N/A], 93 MiB, 80987 MiB, 27
2026/03/20 02:34:04.251, [N/A], 93 MiB, 80987 MiB, 26
2026/03/20 02:34:04.252, [N/A], 68 MiB, 95252 MiB, 29
2026/03/20 02:34:04.252, 98 %, 2025 MiB, 93295 MiB, 66
2026/03/20 02:34:04.252, 0 %, 4 MiB, 95317 MiB, 27
2026/03/20 02:34:04.252, 95 %, 13015 MiB, 82305 MiB, 64
2026/03/20 02:35:04.253, [N/A], 27305 MiB, 68016 MiB, 34
2026/03/20 02:35:04.254, [N/A], 93 MiB, 95227 MiB, 31
2026/03/20 02:35:04.254, [N/A], 93 MiB, 80987 MiB, 27
2026/03/20 02:35:04.255, [N/A], 93 MiB, 80987 MiB, 26
2026/03/20 02:35:04.256, [N/A], 68 MiB, 95252 MiB, 29
2026/03/20 02:35:04.256, 44 %, 2025 MiB, 93295 MiB, 65
2026/03/20 02:35:04.256, 0 %, 4 MiB, 95317 MiB, 27
2026/03/20 02:35:04.256, 94 %, 13015 MiB, 82305 MiB, 63
2026/03/20 02:36:04.257, [N/A], 27305 MiB, 68016 MiB, 34
2026/03/20 02:36:04.258, [N/A], 93 MiB, 95227 MiB, 31
2026/03/20 02:36:04.259, [N/A], 93 MiB, 80987 MiB, 28
2026/03/20 02:36:04.259, [N/A], 93 MiB, 80987 MiB, 26
2026/03/20 02:36:04.260, [N/A], 68 MiB, 95252 MiB, 30
2026/03/20 02:36:04.260, 98 %, 2025 MiB, 93295 MiB, 66
2026/03/20 02:36:04.260, 0 %, 4 MiB, 95317 MiB, 28
2026/03/20 02:36:04.260, 92 %, 13015 MiB, 82305 MiB, 64
2026/03/20 02:37:04.261, [N/A], 27305 MiB, 68016 MiB, 35
2026/03/20 02:37:04.262, [N/A], 93 MiB, 95227 MiB, 32
2026/03/20 02:37:04.263, [N/A], 93 MiB, 80987 MiB, 28
2026/03/20 02:37:04.263, [N/A], 93 MiB, 80987 MiB, 27
2026/03/20 02:37:04.264, [N/A], 68 MiB, 95252 MiB, 30
2026/03/20 02:37:04.264, 98 %, 2025 MiB, 93295 MiB, 62
2026/03/20 02:37:04.264, 0 %, 4 MiB, 95317 MiB, 28
2026/03/20 02:37:04.264, 95 %, 13015 MiB, 82305 MiB, 64
2026/03/20 02:38:04.266, [N/A], 27305 MiB, 68016 MiB, 35
2026/03/20 02:38:04.266, [N/A], 93 MiB, 95227 MiB, 32
2026/03/20 02:38:04.267, [N/A], 93 MiB, 80987 MiB, 29
2026/03/20 02:38:04.267, [N/A], 93 MiB, 80987 MiB, 27
2026/03/20 02:38:04.268, [N/A], 68 MiB, 95252 MiB, 30
2026/03/20 02:38:04.268, 97 %, 2025 MiB, 93295 MiB, 67
2026/03/20 02:38:04.269, 0 %, 4 MiB, 95317 MiB, 29
2026/03/20 02:38:04.269, 95 %, 13015 MiB, 82305 MiB, 64
2026/03/20 02:39:04.269, [N/A], 27305 MiB, 68016 MiB, 35
2026/03/20 02:39:04.270, [N/A], 93 MiB, 95227 MiB, 32
2026/03/20 02:39:04.271, [N/A], 93 MiB, 80987 MiB, 28
2026/03/20 02:39:04.271, [N/A], 93 MiB, 80987 MiB, 26
2026/03/20 02:39:04.272, [N/A], 68 MiB, 95252 MiB, 30
2026/03/20 02:39:04.272, 98 %, 2025 MiB, 93295 MiB, 67
2026/03/20 02:39:04.272, 0 %, 4 MiB, 95317 MiB, 28
2026/03/20 02:39:04.273, 93 %, 13015 MiB, 82305 MiB, 64
2026/03/20 02:40:04.273, [N/A], 27305 MiB, 68016 MiB, 35
2026/03/20 02:40:04.274, [N/A], 93 MiB, 95227 MiB, 31
2026/03/20 02:40:04.275, [N/A], 93 MiB, 80987 MiB, 28
2026/03/20 02:40:04.275, [N/A], 93 MiB, 80987 MiB, 26
2026/03/20 02:40:04.276, [N/A], 68 MiB, 95252 MiB, 30
2026/03/20 02:40:04.276, 6 %, 2025 MiB, 93295 MiB, 64
2026/03/20 02:40:04.276, 0 %, 4 MiB, 95317 MiB, 28
2026/03/20 02:40:04.277, 95 %, 13015 MiB, 82305 MiB, 63
2026/03/20 02:41:04.278, [N/A], 27305 MiB, 68016 MiB, 35
2026/03/20 02:41:04.278, [N/A], 93 MiB, 95227 MiB, 31
2026/03/20 02:41:04.279, [N/A], 93 MiB, 80987 MiB, 28
2026/03/20 02:41:04.279, [N/A], 93 MiB, 80987 MiB, 26
2026/03/20 02:41:04.280, [N/A], 68 MiB, 95252 MiB, 30
2026/03/20 02:41:04.280, 98 %, 2025 MiB, 93295 MiB, 67
2026/03/20 02:41:04.280, 0 %, 4 MiB, 95317 MiB, 28
2026/03/20 02:41:04.280, 92 %, 13015 MiB, 82305 MiB, 64
2026/03/20 02:42:04.281, [N/A], 27305 MiB, 68016 MiB, 35
2026/03/20 02:42:04.282, [N/A], 93 MiB, 95227 MiB, 32
2026/03/20 02:42:04.283, [N/A], 93 MiB, 80987 MiB, 28
2026/03/20 02:42:04.283, [N/A], 93 MiB, 80987 MiB, 27
2026/03/20 02:42:04.284, [N/A], 68 MiB, 95252 MiB, 30
2026/03/20 02:42:04.284, 98 %, 2025 MiB, 93295 MiB, 67
2026/03/20 02:42:04.284, 0 %, 4 MiB, 95317 MiB, 28
2026/03/20 02:42:04.284, 95 %, 13015 MiB, 82305 MiB, 65
2026/03/20 02:43:04.285, [N/A], 27305 MiB, 68016 MiB, 36
2026/03/20 02:43:04.286, [N/A], 93 MiB, 95227 MiB, 32
2026/03/20 02:43:04.286, [N/A], 93 MiB, 80987 MiB, 29
2026/03/20 02:43:04.287, [N/A], 93 MiB, 80987 MiB, 27
2026/03/20 02:43:04.287, [N/A], 68 MiB, 95252 MiB, 31
2026/03/20 02:43:04.288, 98 %, 2025 MiB, 93295 MiB, 67
2026/03/20 02:43:04.288, 0 %, 4 MiB, 95317 MiB, 29
2026/03/20 02:43:04.288, 94 %, 13015 MiB, 82305 MiB, 64
2026/03/20 02:44:04.289, [N/A], 27305 MiB, 68016 MiB, 35
2026/03/20 02:44:04.289, [N/A], 93 MiB, 95227 MiB, 32
2026/03/20 02:44:04.290, [N/A], 93 MiB, 80987 MiB, 29
2026/03/20 02:44:04.290, [N/A], 93 MiB, 80987 MiB, 27
2026/03/20 02:44:04.291, [N/A], 68 MiB, 95252 MiB, 30
2026/03/20 02:44:04.291, 22 %, 2025 MiB, 93295 MiB, 62
2026/03/20 02:44:04.291, 0 %, 4 MiB, 95317 MiB, 28
2026/03/20 02:44:04.291, 95 %, 13015 MiB, 82305 MiB, 64
2026/03/20 02:45:04.292, [N/A], 27305 MiB, 68016 MiB, 35
2026/03/20 02:45:04.293, [N/A], 93 MiB, 95227 MiB, 32
2026/03/20 02:45:04.294, [N/A], 93 MiB, 80987 MiB, 28
2026/03/20 02:45:04.294, [N/A], 93 MiB, 80987 MiB, 27
2026/03/20 02:45:04.295, [N/A], 68 MiB, 95252 MiB, 30
2026/03/20 02:45:04.295, 98 %, 2025 MiB, 93295 MiB, 67
2026/03/20 02:45:04.295, 0 %, 4 MiB, 95317 MiB, 28
2026/03/20 02:45:04.295, 95 %, 13015 MiB, 82305 MiB, 64
2026/03/20 02:46:04.296, [N/A], 27305 MiB, 68016 MiB, 35
2026/03/20 02:46:04.297, [N/A], 93 MiB, 95227 MiB, 31
2026/03/20 02:46:04.297, [N/A], 93 MiB, 80987 MiB, 28
2026/03/20 02:46:04.298, [N/A], 93 MiB, 80987 MiB, 26
2026/03/20 02:46:04.298, [N/A], 68 MiB, 95252 MiB, 30
2026/03/20 02:46:04.299, 98 %, 2025 MiB, 93295 MiB, 67
2026/03/20 02:46:04.299, 0 %, 4 MiB, 95317 MiB, 28
2026/03/20 02:46:04.299, 95 %, 13015 MiB, 82305 MiB, 63
2026/03/20 02:47:04.300, [N/A], 27305 MiB, 68016 MiB, 35
2026/03/20 02:47:04.301, [N/A], 93 MiB, 95227 MiB, 32
2026/03/20 02:47:04.302, [N/A], 93 MiB, 80987 MiB, 28
2026/03/20 02:47:04.302, [N/A], 93 MiB, 80987 MiB, 27
2026/03/20 02:47:04.303, [N/A], 68 MiB, 95252 MiB, 30
2026/03/20 02:47:04.303, 98 %, 2025 MiB, 93295 MiB, 66
2026/03/20 02:47:04.303, 0 %, 4 MiB, 95317 MiB, 28
2026/03/20 02:47:04.303, 95 %, 13015 MiB, 82305 MiB, 64
2026/03/20 02:48:04.305, [N/A], 27305 MiB, 68016 MiB, 36
2026/03/20 02:48:04.305, [N/A], 93 MiB, 95227 MiB, 32
2026/03/20 02:48:04.306, [N/A], 93 MiB, 80987 MiB, 29
2026/03/20 02:48:04.306, [N/A], 93 MiB, 80987 MiB, 27
2026/03/20 02:48:04.307, [N/A], 68 MiB, 95252 MiB, 31
2026/03/20 02:48:04.307, 94 %, 2025 MiB, 93295 MiB, 68
2026/03/20 02:48:04.307, 0 %, 4 MiB, 95317 MiB, 29
2026/03/20 02:48:04.307, 96 %, 13015 MiB, 82305 MiB, 65
2026/03/20 02:49:04.308, [N/A], 27305 MiB, 68016 MiB, 36
2026/03/20 02:49:04.309, [N/A], 93 MiB, 95227 MiB, 32
2026/03/20 02:49:04.310, [N/A], 93 MiB, 80987 MiB, 29
2026/03/20 02:49:04.310, [N/A], 93 MiB, 80987 MiB, 27
2026/03/20 02:49:04.311, [N/A], 68 MiB, 95252 MiB, 31
2026/03/20 02:49:04.311, 30 %, 2025 MiB, 93295 MiB, 67
2026/03/20 02:49:04.311, 0 %, 4 MiB, 95317 MiB, 29
2026/03/20 02:49:04.312, 96 %, 13015 MiB, 82305 MiB, 65
2026/03/20 02:50:04.312, [N/A], 27305 MiB, 68016 MiB, 36
2026/03/20 02:50:04.313, [N/A], 93 MiB, 95227 MiB, 32
2026/03/20 02:50:04.314, [N/A], 93 MiB, 80987 MiB, 29
2026/03/20 02:50:04.314, [N/A], 93 MiB, 80987 MiB, 27
2026/03/20 02:50:04.315, [N/A], 68 MiB, 95252 MiB, 31
2026/03/20 02:50:04.315, 94 %, 2025 MiB, 93295 MiB, 68
2026/03/20 02:50:04.315, 0 %, 4 MiB, 95317 MiB, 29
2026/03/20 02:50:04.315, 96 %, 13015 MiB, 82305 MiB, 64
2026/03/20 02:51:04.316, [N/A], 27305 MiB, 68016 MiB, 35
2026/03/20 02:51:04.316, [N/A], 93 MiB, 95227 MiB, 32
2026/03/20 02:51:04.317, [N/A], 93 MiB, 80987 MiB, 28
2026/03/20 02:51:04.318, [N/A], 93 MiB, 80987 MiB, 27
2026/03/20 02:51:04.318, [N/A], 68 MiB, 95252 MiB, 30
2026/03/20 02:51:04.319, 0 %, 2025 MiB, 93295 MiB, 65
2026/03/20 02:51:04.319, 0 %, 4 MiB, 95317 MiB, 28
2026/03/20 02:51:04.319, 96 %, 13015 MiB, 82305 MiB, 64
2026/03/20 02:52:04.319, [N/A], 27305 MiB, 68016 MiB, 35
2026/03/20 02:52:04.320, [N/A], 93 MiB, 95227 MiB, 31
2026/03/20 02:52:04.320, [N/A], 93 MiB, 80987 MiB, 28
2026/03/20 02:52:04.321, [N/A], 93 MiB, 80987 MiB, 26
2026/03/20 02:52:04.321, [N/A], 68 MiB, 95252 MiB, 30
2026/03/20 02:52:04.322, 94 %, 2025 MiB, 93295 MiB, 67
2026/03/20 02:52:04.322, 0 %, 4 MiB, 95317 MiB, 28
2026/03/20 02:52:04.322, 92 %, 13015 MiB, 82305 MiB, 64
2026/03/20 02:53:04.323, [N/A], 27305 MiB, 68016 MiB, 35
2026/03/20 02:53:04.324, [N/A], 93 MiB, 95227 MiB, 32
2026/03/20 02:53:04.324, [N/A], 93 MiB, 80987 MiB, 28
2026/03/20 02:53:04.325, [N/A], 93 MiB, 80987 MiB, 27
2026/03/20 02:53:04.325, [N/A], 68 MiB, 95252 MiB, 30
2026/03/20 02:53:04.326, 39 %, 2025 MiB, 93295 MiB, 66
2026/03/20 02:53:04.326, 0 %, 4 MiB, 95317 MiB, 28
2026/03/20 02:53:04.326, 95 %, 13015 MiB, 82305 MiB, 64
2026/03/20 02:54:04.327, [N/A], 27305 MiB, 68016 MiB, 36
2026/03/20 02:54:04.328, [N/A], 93 MiB, 95227 MiB, 32
2026/03/20 02:54:04.328, [N/A], 93 MiB, 80987 MiB, 29
2026/03/20 02:54:04.329, [N/A], 93 MiB, 80987 MiB, 27
2026/03/20 02:54:04.329, [N/A], 68 MiB, 95252 MiB, 31
2026/03/20 02:54:04.330, 98 %, 2025 MiB, 93295 MiB, 68
2026/03/20 02:54:04.330, 0 %, 4 MiB, 95317 MiB, 29
2026/03/20 02:54:04.330, 94 %, 13015 MiB, 82305 MiB, 64
2026/03/20 02:55:04.331, [N/A], 27305 MiB, 68016 MiB, 36
2026/03/20 02:55:04.332, [N/A], 93 MiB, 95227 MiB, 33
2026/03/20 02:55:04.333, [N/A], 93 MiB, 80987 MiB, 29
2026/03/20 02:55:04.333, [N/A], 93 MiB, 80987 MiB, 28
2026/03/20 02:55:04.334, [N/A], 68 MiB, 95252 MiB, 31
