timestamp, utilization.gpu [%], memory.used [MiB], memory.free [MiB], temperature.gpu
2026/03/21 01:25:09.404, [N/A], 87 MiB, 80993 MiB, 19
2026/03/21 01:25:09.405, [N/A], 58 MiB, 95262 MiB, 22
2026/03/21 01:25:09.405, 25 %, 19107 MiB, 76213 MiB, 28
2026/03/21 01:25:09.405, 97 %, 42039 MiB, 53281 MiB, 55
2026/03/21 01:25:09.405, 100 %, 89748 MiB, 5572 MiB, 43
2026/03/21 01:26:09.405, [N/A], 27301 MiB, 68019 MiB, 33
2026/03/21 01:26:09.406, [N/A], 87 MiB, 95234 MiB, 23
2026/03/21 01:26:09.406, [N/A], 87 MiB, 80993 MiB, 19
2026/03/21 01:26:09.407, [N/A], 87 MiB, 80993 MiB, 19
2026/03/21 01:26:09.407, [N/A], 58 MiB, 95262 MiB, 22
2026/03/21 01:26:09.408, 25 %, 19107 MiB, 76213 MiB, 28
2026/03/21 01:26:09.408, 54 %, 42039 MiB, 53281 MiB, 44
2026/03/21 01:26:09.408, 100 %, 89748 MiB, 5572 MiB, 42
2026/03/21 01:27:09.409, [N/A], 27301 MiB, 68019 MiB, 32
2026/03/21 01:27:09.411, [N/A], 87 MiB, 95234 MiB, 23
2026/03/21 01:27:09.412, [N/A], 87 MiB, 80993 MiB, 19
2026/03/21 01:27:09.414, [N/A], 87 MiB, 80993 MiB, 18
2026/03/21 01:27:09.415, [N/A], 58 MiB, 95262 MiB, 22
2026/03/21 01:27:09.416, 25 %, 19107 MiB, 76213 MiB, 27
2026/03/21 01:27:09.416, 54 %, 42039 MiB, 53281 MiB, 42
2026/03/21 01:27:09.416, 100 %, 89748 MiB, 5572 MiB, 42
2026/03/21 01:28:09.417, [N/A], 27301 MiB, 68019 MiB, 33
2026/03/21 01:28:09.417, [N/A], 87 MiB, 95234 MiB, 22
2026/03/21 01:28:09.418, [N/A], 87 MiB, 80993 MiB, 19
2026/03/21 01:28:09.419, [N/A], 87 MiB, 80993 MiB, 18
2026/03/21 01:28:09.419, [N/A], 58 MiB, 95262 MiB, 22
2026/03/21 01:28:09.420, 22 %, 19107 MiB, 76213 MiB, 27
2026/03/21 01:28:09.420, 96 %, 42039 MiB, 53281 MiB, 50
2026/03/21 01:28:09.420, 100 %, 89748 MiB, 5572 MiB, 42
2026/03/21 01:29:09.420, [N/A], 27301 MiB, 68019 MiB, 32
2026/03/21 01:29:09.421, [N/A], 87 MiB, 95234 MiB, 23
2026/03/21 01:29:09.421, [N/A], 87 MiB, 80993 MiB, 19
2026/03/21 01:29:09.422, [N/A], 87 MiB, 80993 MiB, 18
2026/03/21 01:29:09.422, [N/A], 58 MiB, 95262 MiB, 22
2026/03/21 01:29:09.423, 22 %, 19107 MiB, 76213 MiB, 27
2026/03/21 01:29:09.423, 97 %, 42039 MiB, 53281 MiB, 54
2026/03/21 01:29:09.423, 100 %, 89748 MiB, 5572 MiB, 42
2026/03/21 01:30:09.424, [N/A], 27301 MiB, 68019 MiB, 33
2026/03/21 01:30:09.425, [N/A], 87 MiB, 95234 MiB, 23
2026/03/21 01:30:09.425, [N/A], 87 MiB, 80993 MiB, 20
2026/03/21 01:30:09.426, [N/A], 87 MiB, 80993 MiB, 19
2026/03/21 01:30:09.427, [N/A], 58 MiB, 95262 MiB, 23
2026/03/21 01:30:09.427, 25 %, 19107 MiB, 76213 MiB, 28
2026/03/21 01:30:09.427, 97 %, 42039 MiB, 53281 MiB, 55
2026/03/21 01:30:09.427, 100 %, 89748 MiB, 5572 MiB, 43
2026/03/21 01:31:09.428, [N/A], 27301 MiB, 68019 MiB, 33
2026/03/21 01:31:09.433, [N/A], 87 MiB, 95234 MiB, 23
2026/03/21 01:31:09.434, [N/A], 87 MiB, 80993 MiB, 20
2026/03/21 01:31:09.434, [N/A], 87 MiB, 80993 MiB, 19
2026/03/21 01:31:09.435, [N/A], 58 MiB, 95262 MiB, 23
2026/03/21 01:31:09.435, 23 %, 19107 MiB, 76213 MiB, 28
2026/03/21 01:31:09.436, 97 %, 42039 MiB, 53281 MiB, 55
2026/03/21 01:31:09.436, 100 %, 89748 MiB, 5572 MiB, 43
2026/03/21 01:32:09.436, [N/A], 61708 MiB, 33612 MiB, 35
2026/03/21 01:32:09.436, [N/A], 87 MiB, 95234 MiB, 23
2026/03/21 01:32:09.437, [N/A], 87 MiB, 80993 MiB, 19
2026/03/21 01:32:09.437, [N/A], 87 MiB, 80993 MiB, 19
2026/03/21 01:32:09.438, [N/A], 58 MiB, 95262 MiB, 22
2026/03/21 01:32:09.438, 25 %, 19107 MiB, 76213 MiB, 28
2026/03/21 01:32:09.438, 96 %, 42039 MiB, 53281 MiB, 54
2026/03/21 01:32:09.438, 100 %, 89748 MiB, 5572 MiB, 43
2026/03/21 01:33:09.440, [N/A], 61294 MiB, 34026 MiB, 36
2026/03/21 01:33:09.440, [N/A], 87 MiB, 95234 MiB, 23
2026/03/21 01:33:09.441, [N/A], 87 MiB, 80993 MiB, 19
2026/03/21 01:33:09.441, [N/A], 87 MiB, 80993 MiB, 18
2026/03/21 01:33:09.442, [N/A], 58 MiB, 95262 MiB, 22
2026/03/21 01:33:09.443, 0 %, 0 MiB, 95320 MiB, 27
2026/03/21 01:33:09.443, 55 %, 42039 MiB, 53281 MiB, 49
2026/03/21 01:33:09.443, 100 %, 89748 MiB, 5572 MiB, 42
2026/03/21 01:34:09.444, [N/A], 46414 MiB, 48906 MiB, 36
2026/03/21 01:34:09.444, [N/A], 87 MiB, 95234 MiB, 23
2026/03/21 01:34:09.445, [N/A], 87 MiB, 80993 MiB, 19
2026/03/21 01:34:09.446, [N/A], 87 MiB, 80993 MiB, 18
2026/03/21 01:34:09.446, [N/A], 58 MiB, 95262 MiB, 22
2026/03/21 01:34:09.447, 0 %, 0 MiB, 95320 MiB, 22
2026/03/21 01:34:09.447, 56 %, 42039 MiB, 53281 MiB, 43
2026/03/21 01:34:09.447, 100 %, 89748 MiB, 5572 MiB, 42
2026/03/21 01:35:09.447, [N/A], 46158 MiB, 49162 MiB, 36
2026/03/21 01:35:09.448, [N/A], 87 MiB, 95234 MiB, 23
2026/03/21 01:35:09.449, [N/A], 87 MiB, 80993 MiB, 19
2026/03/21 01:35:09.449, [N/A], 87 MiB, 80993 MiB, 19
2026/03/21 01:35:09.450, [N/A], 58 MiB, 95262 MiB, 22
2026/03/21 01:35:09.451, 0 %, 7041 MiB, 88279 MiB, 23
2026/03/21 01:35:09.451, 54 %, 42039 MiB, 53281 MiB, 42
2026/03/21 01:35:09.451, 100 %, 89748 MiB, 5572 MiB, 42
2026/03/21 01:36:09.451, [N/A], 61708 MiB, 33613 MiB, 38
2026/03/21 01:36:09.452, [N/A], 87 MiB, 95234 MiB, 23
2026/03/21 01:36:09.453, [N/A], 87 MiB, 80993 MiB, 19
2026/03/21 01:36:09.453, [N/A], 87 MiB, 80993 MiB, 19
2026/03/21 01:36:09.454, [N/A], 58 MiB, 95262 MiB, 22
2026/03/21 01:36:09.455, 58 %, 24935 MiB, 70385 MiB, 34
2026/03/21 01:36:09.455, 97 %, 42039 MiB, 53281 MiB, 51
2026/03/21 01:36:09.455, 100 %, 89748 MiB, 5572 MiB, 42
2026/03/21 01:37:09.457, [N/A], 61294 MiB, 34027 MiB, 35
2026/03/21 01:37:09.457, [N/A], 87 MiB, 95234 MiB, 23
2026/03/21 01:37:09.458, [N/A], 87 MiB, 80993 MiB, 19
2026/03/21 01:37:09.458, [N/A], 87 MiB, 80993 MiB, 18
2026/03/21 01:37:09.459, [N/A], 58 MiB, 95262 MiB, 22
2026/03/21 01:37:09.459, 57 %, 24935 MiB, 70385 MiB, 36
2026/03/21 01:37:09.459, 97 %, 42039 MiB, 53281 MiB, 54
2026/03/21 01:37:09.460, 100 %, 89748 MiB, 5572 MiB, 42
2026/03/21 01:38:09.460, [N/A], 62550 MiB, 32771 MiB, 37
2026/03/21 01:38:09.461, [N/A], 87 MiB, 95234 MiB, 23
2026/03/21 01:38:09.461, [N/A], 87 MiB, 80993 MiB, 19
2026/03/21 01:38:09.462, [N/A], 87 MiB, 80993 MiB, 18
2026/03/21 01:38:09.462, [N/A], 58 MiB, 95262 MiB, 22
2026/03/21 01:38:09.463, 56 %, 24937 MiB, 70383 MiB, 36
2026/03/21 01:38:09.463, 97 %, 42039 MiB, 53281 MiB, 54
2026/03/21 01:38:09.463, 100 %, 89748 MiB, 5572 MiB, 42
