timestamp, utilization.gpu [%], memory.used [MiB], memory.free [MiB], temperature.gpu
2026/03/20 04:57:37.980, 38 %, 2027 MiB, 93293 MiB, 37
2026/03/20 04:57:37.980, 92 %, 13015 MiB, 82305 MiB, 64
2026/03/20 04:58:37.981, [N/A], 27305 MiB, 68016 MiB, 36
2026/03/20 04:58:37.982, [N/A], 93 MiB, 95227 MiB, 32
2026/03/20 04:58:37.982, [N/A], 93 MiB, 80987 MiB, 29
2026/03/20 04:58:37.983, [N/A], 93 MiB, 80987 MiB, 27
2026/03/20 04:58:37.983, [N/A], 68 MiB, 95252 MiB, 31
2026/03/20 04:58:37.984, 98 %, 2025 MiB, 93295 MiB, 68
2026/03/20 04:58:37.984, 43 %, 2027 MiB, 93293 MiB, 38
2026/03/20 04:58:37.984, 92 %, 13015 MiB, 82305 MiB, 64
2026/03/20 04:59:37.985, [N/A], 27305 MiB, 68016 MiB, 36
2026/03/20 04:59:37.986, [N/A], 93 MiB, 95227 MiB, 32
2026/03/20 04:59:37.986, [N/A], 93 MiB, 80987 MiB, 29
2026/03/20 04:59:37.987, [N/A], 93 MiB, 80987 MiB, 27
2026/03/20 04:59:37.987, [N/A], 68 MiB, 95252 MiB, 31
2026/03/20 04:59:37.988, 97 %, 2025 MiB, 93295 MiB, 67
2026/03/20 04:59:37.988, 29 %, 2027 MiB, 93293 MiB, 38
2026/03/20 04:59:37.988, 95 %, 13015 MiB, 82305 MiB, 64
2026/03/20 05:00:37.988, [N/A], 27305 MiB, 68016 MiB, 36
2026/03/20 05:00:37.989, [N/A], 93 MiB, 95227 MiB, 33
2026/03/20 05:00:37.989, [N/A], 93 MiB, 80987 MiB, 30
2026/03/20 05:00:37.990, [N/A], 93 MiB, 80987 MiB, 28
2026/03/20 05:00:37.991, [N/A], 68 MiB, 95252 MiB, 31
2026/03/20 05:00:37.991, 98 %, 2025 MiB, 93295 MiB, 68
2026/03/20 05:00:37.991, 42 %, 2027 MiB, 93293 MiB, 38
2026/03/20 05:00:37.991, 94 %, 13015 MiB, 82305 MiB, 65
2026/03/20 05:01:37.992, [N/A], 27305 MiB, 68016 MiB, 37
2026/03/20 05:01:37.993, [N/A], 93 MiB, 95227 MiB, 33
2026/03/20 05:01:37.993, [N/A], 93 MiB, 80987 MiB, 30
2026/03/20 05:01:37.994, [N/A], 93 MiB, 80987 MiB, 28
2026/03/20 05:01:37.994, [N/A], 68 MiB, 95252 MiB, 32
2026/03/20 05:01:37.995, 9 %, 2025 MiB, 93295 MiB, 63
2026/03/20 05:01:37.995, 38 %, 2027 MiB, 93293 MiB, 39
2026/03/20 05:01:37.995, 95 %, 13015 MiB, 82305 MiB, 65
2026/03/20 05:02:37.996, [N/A], 27305 MiB, 68016 MiB, 36
2026/03/20 05:02:37.996, [N/A], 93 MiB, 95227 MiB, 32
2026/03/20 05:02:37.997, [N/A], 93 MiB, 80987 MiB, 29
2026/03/20 05:02:37.997, [N/A], 93 MiB, 80987 MiB, 27
2026/03/20 05:02:37.998, [N/A], 68 MiB, 95252 MiB, 31
2026/03/20 05:02:37.999, 98 %, 2025 MiB, 93295 MiB, 67
2026/03/20 05:02:37.999, 37 %, 2027 MiB, 93293 MiB, 38
2026/03/20 05:02:37.999, 95 %, 13015 MiB, 82305 MiB, 64
2026/03/20 05:03:38.000, [N/A], 27305 MiB, 68016 MiB, 35
2026/03/20 05:03:38.000, [N/A], 93 MiB, 95227 MiB, 32
2026/03/20 05:03:38.001, [N/A], 93 MiB, 80987 MiB, 28
2026/03/20 05:03:38.001, [N/A], 93 MiB, 80987 MiB, 27
2026/03/20 05:03:38.002, [N/A], 68 MiB, 95252 MiB, 30
2026/03/20 05:03:38.002, 97 %, 2025 MiB, 93295 MiB, 67
2026/03/20 05:03:38.003, 0 %, 2027 MiB, 93293 MiB, 36
2026/03/20 05:03:38.003, 93 %, 13015 MiB, 82305 MiB, 64
2026/03/20 05:04:38.003, [N/A], 27305 MiB, 68016 MiB, 34
2026/03/20 05:04:38.004, [N/A], 93 MiB, 95227 MiB, 31
2026/03/20 05:04:38.005, [N/A], 93 MiB, 80987 MiB, 27
2026/03/20 05:04:38.005, [N/A], 93 MiB, 80987 MiB, 26
2026/03/20 05:04:38.006, [N/A], 68 MiB, 95252 MiB, 30
2026/03/20 05:04:38.006, 92 %, 2025 MiB, 93295 MiB, 65
2026/03/20 05:04:38.006, 36 %, 2027 MiB, 93293 MiB, 36
2026/03/20 05:04:38.007, 95 %, 13015 MiB, 82305 MiB, 63
2026/03/20 05:05:38.007, [N/A], 27305 MiB, 68016 MiB, 35
2026/03/20 05:05:38.008, [N/A], 93 MiB, 95227 MiB, 32
2026/03/20 05:05:38.008, [N/A], 93 MiB, 80987 MiB, 28
2026/03/20 05:05:38.009, [N/A], 93 MiB, 80987 MiB, 27
2026/03/20 05:05:38.009, [N/A], 68 MiB, 95252 MiB, 30
2026/03/20 05:05:38.010, 97 %, 2025 MiB, 93295 MiB, 66
2026/03/20 05:05:38.010, 39 %, 2027 MiB, 93293 MiB, 37
2026/03/20 05:05:38.010, 95 %, 13015 MiB, 82305 MiB, 64
2026/03/20 05:06:38.011, [N/A], 27305 MiB, 68016 MiB, 36
2026/03/20 05:06:38.011, [N/A], 93 MiB, 95227 MiB, 32
2026/03/20 05:06:38.012, [N/A], 93 MiB, 80987 MiB, 29
2026/03/20 05:06:38.013, [N/A], 93 MiB, 80987 MiB, 27
2026/03/20 05:06:38.013, [N/A], 68 MiB, 95252 MiB, 31
2026/03/20 05:06:38.014, 98 %, 2025 MiB, 93295 MiB, 68
2026/03/20 05:06:38.014, 38 %, 2027 MiB, 93293 MiB, 38
2026/03/20 05:06:38.014, 95 %, 13015 MiB, 82305 MiB, 64
2026/03/20 05:07:38.015, [N/A], 27305 MiB, 68016 MiB, 35
2026/03/20 05:07:38.015, [N/A], 93 MiB, 95227 MiB, 32
2026/03/20 05:07:38.016, [N/A], 93 MiB, 80987 MiB, 29
2026/03/20 05:07:38.017, [N/A], 93 MiB, 80987 MiB, 27
2026/03/20 05:07:38.017, [N/A], 68 MiB, 95252 MiB, 31
2026/03/20 05:07:38.018, 77 %, 2025 MiB, 93295 MiB, 67
2026/03/20 05:07:38.018, 25 %, 2027 MiB, 93293 MiB, 37
2026/03/20 05:07:38.018, 95 %, 13015 MiB, 82305 MiB, 64
2026/03/20 05:08:38.019, [N/A], 27305 MiB, 68016 MiB, 35
2026/03/20 05:08:38.020, [N/A], 93 MiB, 95227 MiB, 31
2026/03/20 05:08:38.020, [N/A], 93 MiB, 80987 MiB, 28
2026/03/20 05:08:38.021, [N/A], 93 MiB, 80987 MiB, 27
2026/03/20 05:08:38.021, [N/A], 68 MiB, 95252 MiB, 30
2026/03/20 05:08:38.022, 97 %, 2025 MiB, 93295 MiB, 67
2026/03/20 05:08:38.022, 41 %, 2027 MiB, 93293 MiB, 37
2026/03/20 05:08:38.022, 95 %, 13015 MiB, 82305 MiB, 64
2026/03/20 05:09:38.023, [N/A], 27305 MiB, 68016 MiB, 34
2026/03/20 05:09:38.023, [N/A], 93 MiB, 95227 MiB, 31
2026/03/20 05:09:38.024, [N/A], 93 MiB, 80987 MiB, 27
2026/03/20 05:09:38.024, [N/A], 93 MiB, 80987 MiB, 26
2026/03/20 05:09:38.025, [N/A], 68 MiB, 95252 MiB, 30
2026/03/20 05:09:38.025, 98 %, 2025 MiB, 93295 MiB, 61
2026/03/20 05:09:38.025, 27 %, 2027 MiB, 93293 MiB, 36
2026/03/20 05:09:38.026, 95 %, 13015 MiB, 82305 MiB, 63
2026/03/20 05:10:38.026, [N/A], 27305 MiB, 68016 MiB, 34
2026/03/20 05:10:38.027, [N/A], 93 MiB, 95227 MiB, 30
2026/03/20 05:10:38.027, [N/A], 93 MiB, 80987 MiB, 27
2026/03/20 05:10:38.028, [N/A], 93 MiB, 80987 MiB, 26
2026/03/20 05:10:38.029, [N/A], 68 MiB, 95252 MiB, 29
2026/03/20 05:10:38.030, 98 %, 2025 MiB, 93295 MiB, 66
2026/03/20 05:10:38.030, 28 %, 2027 MiB, 93293 MiB, 36
2026/03/20 05:10:38.030, 94 %, 13015 MiB, 82305 MiB, 63
2026/03/20 05:11:38.031, [N/A], 27305 MiB, 68016 MiB, 34
2026/03/20 05:11:38.031, [N/A], 93 MiB, 95227 MiB, 31
2026/03/20 05:11:38.032, [N/A], 93 MiB, 80987 MiB, 28
2026/03/20 05:11:38.032, [N/A], 93 MiB, 80987 MiB, 26
2026/03/20 05:11:38.033, [N/A], 68 MiB, 95252 MiB, 30
2026/03/20 05:11:38.034, 98 %, 2025 MiB, 93295 MiB, 67
2026/03/20 05:11:38.034, 37 %, 2027 MiB, 93293 MiB, 37
2026/03/20 05:11:38.034, 95 %, 13015 MiB, 82305 MiB, 63
2026/03/20 05:12:38.034, [N/A], 27305 MiB, 68016 MiB, 35
2026/03/20 05:12:38.035, [N/A], 93 MiB, 95227 MiB, 32
2026/03/20 05:12:38.035, [N/A], 93 MiB, 80987 MiB, 28
2026/03/20 05:12:38.036, [N/A], 93 MiB, 80987 MiB, 27
2026/03/20 05:12:38.037, [N/A], 68 MiB, 95252 MiB, 30
2026/03/20 05:12:38.037, 98 %, 2025 MiB, 93295 MiB, 67
2026/03/20 05:12:38.037, 40 %, 2027 MiB, 93293 MiB, 37
2026/03/20 05:12:38.037, 95 %, 13015 MiB, 82305 MiB, 64
2026/03/20 05:13:38.038, [N/A], 27305 MiB, 68016 MiB, 35
2026/03/20 05:13:38.039, [N/A], 93 MiB, 95227 MiB, 32
2026/03/20 05:13:38.039, [N/A], 93 MiB, 80987 MiB, 28
2026/03/20 05:13:38.040, [N/A], 93 MiB, 80987 MiB, 27
2026/03/20 05:13:38.041, [N/A], 68 MiB, 95252 MiB, 30
2026/03/20 05:13:38.041, 98 %, 2025 MiB, 93295 MiB, 67
2026/03/20 05:13:38.041, 35 %, 2027 MiB, 93293 MiB, 37
2026/03/20 05:13:38.042, 94 %, 13015 MiB, 82305 MiB, 64
2026/03/20 05:14:38.042, [N/A], 27305 MiB, 68016 MiB, 35
2026/03/20 05:14:38.043, [N/A], 93 MiB, 95227 MiB, 31
2026/03/20 05:14:38.043, [N/A], 93 MiB, 80987 MiB, 28
2026/03/20 05:14:38.044, [N/A], 93 MiB, 80987 MiB, 26
2026/03/20 05:14:38.045, [N/A], 68 MiB, 95252 MiB, 30
2026/03/20 05:14:38.045, 98 %, 2025 MiB, 93295 MiB, 66
2026/03/20 05:14:38.045, 0 %, 2027 MiB, 93293 MiB, 36
2026/03/20 05:14:38.045, 94 %, 13015 MiB, 82305 MiB, 64
2026/03/20 05:15:38.046, [N/A], 27305 MiB, 68016 MiB, 34
2026/03/20 05:15:38.047, [N/A], 93 MiB, 95227 MiB, 31
2026/03/20 05:15:38.047, [N/A], 93 MiB, 80987 MiB, 27
2026/03/20 05:15:38.048, [N/A], 93 MiB, 80987 MiB, 26
2026/03/20 05:15:38.049, [N/A], 68 MiB, 95252 MiB, 29
2026/03/20 05:15:38.049, 98 %, 2025 MiB, 93295 MiB, 66
2026/03/20 05:15:38.049, 28 %, 2027 MiB, 93293 MiB, 36
2026/03/20 05:15:38.049, 95 %, 13015 MiB, 82305 MiB, 63
2026/03/20 05:16:38.050, [N/A], 27305 MiB, 68016 MiB, 34
2026/03/20 05:16:38.051, [N/A], 93 MiB, 95227 MiB, 30
2026/03/20 05:16:38.051, [N/A], 93 MiB, 80987 MiB, 27
2026/03/20 05:16:38.052, [N/A], 93 MiB, 80987 MiB, 26
2026/03/20 05:16:38.053, [N/A], 68 MiB, 95252 MiB, 29
2026/03/20 05:16:38.053, 98 %, 2025 MiB, 93295 MiB, 66
2026/03/20 05:16:38.053, 40 %, 2027 MiB, 93293 MiB, 36
2026/03/20 05:16:38.053, 95 %, 13015 MiB, 82305 MiB, 63
2026/03/20 05:17:38.055, [N/A], 27305 MiB, 68016 MiB, 34
2026/03/20 05:17:38.055, [N/A], 93 MiB, 95227 MiB, 31
2026/03/20 05:17:38.056, [N/A], 93 MiB, 80987 MiB, 28
2026/03/20 05:17:38.056, [N/A], 93 MiB, 80987 MiB, 26
2026/03/20 05:17:38.057, [N/A], 68 MiB, 95252 MiB, 30
2026/03/20 05:17:38.057, 98 %, 2025 MiB, 93295 MiB, 67
2026/03/20 05:17:38.058, 43 %, 2027 MiB, 93293 MiB, 37
2026/03/20 05:17:38.058, 95 %, 13015 MiB, 82305 MiB, 64
2026/03/20 05:18:38.058, [N/A], 27305 MiB, 68016 MiB, 35
2026/03/20 05:18:38.059, [N/A], 93 MiB, 95227 MiB, 32
2026/03/20 05:18:38.059, [N/A], 93 MiB, 80987 MiB, 28
2026/03/20 05:18:38.060, [N/A], 93 MiB, 80987 MiB, 27
2026/03/20 05:18:38.061, [N/A], 68 MiB, 95252 MiB, 31
2026/03/20 05:18:38.061, 0 %, 2025 MiB, 93295 MiB, 61
2026/03/20 05:18:38.061, 40 %, 2027 MiB, 93293 MiB, 37
2026/03/20 05:18:38.061, 95 %, 13015 MiB, 82305 MiB, 64
2026/03/20 05:19:38.063, [N/A], 27305 MiB, 68016 MiB, 35
2026/03/20 05:19:38.063, [N/A], 93 MiB, 95227 MiB, 32
2026/03/20 05:19:38.064, [N/A], 93 MiB, 80987 MiB, 28
2026/03/20 05:19:38.064, [N/A], 93 MiB, 80987 MiB, 27
2026/03/20 05:19:38.065, [N/A], 68 MiB, 95252 MiB, 30
2026/03/20 05:19:38.065, 98 %, 2025 MiB, 93295 MiB, 67
2026/03/20 05:19:38.065, 42 %, 2027 MiB, 93293 MiB, 38
2026/03/20 05:19:38.065, 94 %, 13015 MiB, 82305 MiB, 64
2026/03/20 05:20:38.067, [N/A], 27305 MiB, 68016 MiB, 35
2026/03/20 05:20:38.067, [N/A], 93 MiB, 95227 MiB, 31
2026/03/20 05:20:38.068, [N/A], 93 MiB, 80987 MiB, 28
2026/03/20 05:20:38.068, [N/A], 93 MiB, 80987 MiB, 26
2026/03/20 05:20:38.069, [N/A], 68 MiB, 95252 MiB, 30
2026/03/20 05:20:38.069, 98 %, 2025 MiB, 93295 MiB, 67
2026/03/20 05:20:38.069, 29 %, 2027 MiB, 93293 MiB, 36
2026/03/20 05:20:38.069, 95 %, 13015 MiB, 82305 MiB, 64
2026/03/20 05:21:38.070, [N/A], 27305 MiB, 68016 MiB, 34
2026/03/20 05:21:38.070, [N/A], 93 MiB, 95227 MiB, 31
2026/03/20 05:21:38.071, [N/A], 93 MiB, 80987 MiB, 27
2026/03/20 05:21:38.072, [N/A], 93 MiB, 80987 MiB, 26
2026/03/20 05:21:38.072, [N/A], 68 MiB, 95252 MiB, 29
2026/03/20 05:21:38.073, 98 %, 2025 MiB, 93295 MiB, 66
2026/03/20 05:21:38.073, 37 %, 2027 MiB, 93293 MiB, 36
2026/03/20 05:21:38.073, 95 %, 13015 MiB, 82305 MiB, 63
2026/03/20 05:22:38.074, [N/A], 27305 MiB, 68016 MiB, 34
2026/03/20 05:22:38.074, [N/A], 93 MiB, 95227 MiB, 31
2026/03/20 05:22:38.075, [N/A], 93 MiB, 80987 MiB, 28
2026/03/20 05:22:38.075, [N/A], 93 MiB, 80987 MiB, 26
2026/03/20 05:22:38.076, [N/A], 68 MiB, 95252 MiB, 30
2026/03/20 05:22:38.076, 98 %, 2025 MiB, 93295 MiB, 67
2026/03/20 05:22:38.077, 35 %, 2027 MiB, 93293 MiB, 36
2026/03/20 05:22:38.077, 92 %, 13015 MiB, 82305 MiB, 64
2026/03/20 05:23:38.078, [N/A], 27305 MiB, 68016 MiB, 35
2026/03/20 05:23:38.078, [N/A], 93 MiB, 95227 MiB, 32
2026/03/20 05:23:38.079, [N/A], 93 MiB, 80987 MiB, 28
2026/03/20 05:23:38.079, [N/A], 93 MiB, 80987 MiB, 27
2026/03/20 05:23:38.080, [N/A], 68 MiB, 95252 MiB, 31
2026/03/20 05:23:38.080, 98 %, 2025 MiB, 93295 MiB, 67
2026/03/20 05:23:38.081, 29 %, 2027 MiB, 93293 MiB, 37
2026/03/20 05:23:38.081, 93 %, 13015 MiB, 82305 MiB, 64
2026/03/20 05:24:38.081, [N/A], 27305 MiB, 68016 MiB, 35
2026/03/20 05:24:38.081, [N/A], 93 MiB, 95227 MiB, 32
2026/03/20 05:24:38.082, [N/A], 93 MiB, 80987 MiB, 28
2026/03/20 05:24:38.082, [N/A], 93 MiB, 80987 MiB, 27
2026/03/20 05:24:38.083, [N/A], 68 MiB, 95252 MiB, 30
2026/03/20 05:24:38.084, 94 %, 2025 MiB, 93295 MiB, 67
2026/03/20 05:24:38.084, 40 %, 2027 MiB, 93293 MiB, 37
2026/03/20 05:24:38.084, 95 %, 13015 MiB, 82305 MiB, 64
2026/03/20 05:25:38.084, [N/A], 27305 MiB, 68016 MiB, 35
2026/03/20 05:25:38.084, [N/A], 93 MiB, 95227 MiB, 32
2026/03/20 05:25:38.085, [N/A], 93 MiB, 80987 MiB, 28
2026/03/20 05:25:38.086, [N/A], 93 MiB, 80987 MiB, 26
2026/03/20 05:25:38.086, [N/A], 68 MiB, 95252 MiB, 30
2026/03/20 05:25:38.087, 38 %, 2025 MiB, 93295 MiB, 62
2026/03/20 05:25:38.087, 33 %, 2027 MiB, 93293 MiB, 36
2026/03/20 05:25:38.087, 94 %, 13015 MiB, 82305 MiB, 64
2026/03/20 05:26:38.087, [N/A], 27305 MiB, 68016 MiB, 35
2026/03/20 05:26:38.088, [N/A], 93 MiB, 95227 MiB, 31
2026/03/20 05:26:38.089, [N/A], 93 MiB, 80987 MiB, 28
2026/03/20 05:26:38.089, [N/A], 93 MiB, 80987 MiB, 26
2026/03/20 05:26:38.090, [N/A], 68 MiB, 95252 MiB, 30
2026/03/20 05:26:38.090, 98 %, 2025 MiB, 93295 MiB, 66
2026/03/20 05:26:38.090, 41 %, 2027 MiB, 93293 MiB, 37
2026/03/20 05:26:38.091, 95 %, 13015 MiB, 82305 MiB, 64
2026/03/20 05:27:38.090, [N/A], 27305 MiB, 68016 MiB, 35
2026/03/20 05:27:38.091, [N/A], 93 MiB, 95227 MiB, 31
2026/03/20 05:27:38.091, [N/A], 93 MiB, 80987 MiB, 28
2026/03/20 05:27:38.092, [N/A], 93 MiB, 80987 MiB, 26
2026/03/20 05:27:38.093, [N/A], 68 MiB, 95252 MiB, 30
2026/03/20 05:27:38.093, 97 %, 2025 MiB, 93295 MiB, 66
2026/03/20 05:27:38.093, 39 %, 2027 MiB, 93293 MiB, 37
2026/03/20 05:27:38.093, 95 %, 13015 MiB, 82305 MiB, 64
2026/03/20 05:28:38.094, [N/A], 27305 MiB, 68016 MiB, 35
2026/03/20 05:28:38.095, [N/A], 93 MiB, 95227 MiB, 32
2026/03/20 05:28:38.095, [N/A], 93 MiB, 80987 MiB, 29
2026/03/20 05:28:38.096, [N/A], 93 MiB, 80987 MiB, 27
2026/03/20 05:28:38.096, [N/A], 68 MiB, 95252 MiB, 31
2026/03/20 05:28:38.097, 98 %, 2025 MiB, 93295 MiB, 67
2026/03/20 05:28:38.097, 39 %, 2027 MiB, 93293 MiB, 37
2026/03/20 05:28:38.097, 93 %, 13015 MiB, 82305 MiB, 64
2026/03/20 05:29:38.098, [N/A], 27305 MiB, 68016 MiB, 35
2026/03/20 05:29:38.098, [N/A], 93 MiB, 95227 MiB, 32
2026/03/20 05:29:38.099, [N/A], 93 MiB, 80987 MiB, 29
2026/03/20 05:29:38.100, [N/A], 93 MiB, 80987 MiB, 27
2026/03/20 05:29:38.100, [N/A], 68 MiB, 95252 MiB, 31
2026/03/20 05:29:38.101, 97 %, 2025 MiB, 93295 MiB, 68
2026/03/20 05:29:38.101, 28 %, 2027 MiB, 93293 MiB, 37
2026/03/20 05:29:38.101, 95 %, 13015 MiB, 82305 MiB, 64
2026/03/20 05:30:38.101, [N/A], 27305 MiB, 68016 MiB, 35
2026/03/20 05:30:38.101, [N/A], 93 MiB, 95227 MiB, 32
2026/03/20 05:30:38.102, [N/A], 93 MiB, 80987 MiB, 29
2026/03/20 05:30:38.103, [N/A], 93 MiB, 80987 MiB, 27
2026/03/20 05:30:38.103, [N/A], 68 MiB, 95252 MiB, 30
2026/03/20 05:30:38.104, 98 %, 2025 MiB, 93295 MiB, 66
2026/03/20 05:30:38.104, 41 %, 2027 MiB, 93293 MiB, 37
2026/03/20 05:30:38.104, 95 %, 13015 MiB, 82305 MiB, 64
2026/03/20 05:31:38.104, [N/A], 27305 MiB, 68016 MiB, 35
2026/03/20 05:31:38.105, [N/A], 93 MiB, 95227 MiB, 31
2026/03/20 05:31:38.106, [N/A], 93 MiB, 80987 MiB, 28
2026/03/20 05:31:38.106, [N/A], 93 MiB, 80987 MiB, 26
2026/03/20 05:31:38.107, [N/A], 68 MiB, 95252 MiB, 30
2026/03/20 05:31:38.107, 98 %, 2025 MiB, 93295 MiB, 67
2026/03/20 05:31:38.107, 28 %, 2027 MiB, 93293 MiB, 36
2026/03/20 05:31:38.108, 95 %, 13015 MiB, 82305 MiB, 64
2026/03/20 05:32:38.108, [N/A], 27305 MiB, 68016 MiB, 34
2026/03/20 05:32:38.108, [N/A], 93 MiB, 95227 MiB, 30
2026/03/20 05:32:38.109, [N/A], 93 MiB, 80987 MiB, 27
2026/03/20 05:32:38.109, [N/A], 93 MiB, 80987 MiB, 26
2026/03/20 05:32:38.110, [N/A], 68 MiB, 95252 MiB, 29
2026/03/20 05:32:38.111, 98 %, 2025 MiB, 93295 MiB, 66
2026/03/20 05:32:38.111, 36 %, 2027 MiB, 93293 MiB, 36
2026/03/20 05:32:38.111, 83 %, 13015 MiB, 82305 MiB, 63
2026/03/20 05:33:38.111, [N/A], 27305 MiB, 68016 MiB, 34
2026/03/20 05:33:38.112, [N/A], 93 MiB, 95227 MiB, 31
2026/03/20 05:33:38.112, [N/A], 93 MiB, 80987 MiB, 28
2026/03/20 05:33:38.113, [N/A], 93 MiB, 80987 MiB, 26
2026/03/20 05:33:38.113, [N/A], 68 MiB, 95252 MiB, 30
2026/03/20 05:33:38.114, 95 %, 2025 MiB, 93295 MiB, 66
2026/03/20 05:33:38.114, 29 %, 2027 MiB, 93293 MiB, 36
2026/03/20 05:33:38.114, 94 %, 13015 MiB, 82305 MiB, 64
2026/03/20 05:34:38.115, [N/A], 27305 MiB, 68016 MiB, 35
2026/03/20 05:34:38.115, [N/A], 93 MiB, 95227 MiB, 32
2026/03/20 05:34:38.116, [N/A], 93 MiB, 80987 MiB, 28
2026/03/20 05:34:38.116, [N/A], 93 MiB, 80987 MiB, 27
2026/03/20 05:34:38.117, [N/A], 68 MiB, 95252 MiB, 30
2026/03/20 05:34:38.118, 94 %, 2025 MiB, 93295 MiB, 67
2026/03/20 05:34:38.118, 36 %, 2027 MiB, 93293 MiB, 37
2026/03/20 05:34:38.118, 95 %, 13015 MiB, 82305 MiB, 64
2026/03/20 05:35:38.118, [N/A], 27305 MiB, 68016 MiB, 35
2026/03/20 05:35:38.118, [N/A], 93 MiB, 95227 MiB, 32
2026/03/20 05:35:38.119, [N/A], 93 MiB, 80987 MiB, 29
2026/03/20 05:35:38.120, [N/A], 93 MiB, 80987 MiB, 27
2026/03/20 05:35:38.120, [N/A], 68 MiB, 95252 MiB, 31
2026/03/20 05:35:38.121, 98 %, 2025 MiB, 93295 MiB, 67
2026/03/20 05:35:38.121, 39 %, 2027 MiB, 93293 MiB, 38
2026/03/20 05:35:38.121, 95 %, 13015 MiB, 82305 MiB, 64
2026/03/20 05:36:38.121, [N/A], 27305 MiB, 68016 MiB, 35
2026/03/20 05:36:38.122, [N/A], 93 MiB, 95227 MiB, 31
2026/03/20 05:36:38.122, [N/A], 93 MiB, 80987 MiB, 28
2026/03/20 05:36:38.123, [N/A], 93 MiB, 80987 MiB, 26
2026/03/20 05:36:38.124, [N/A], 68 MiB, 95252 MiB, 30
2026/03/20 05:36:38.124, 86 %, 2025 MiB, 93295 MiB, 66
2026/03/20 05:36:38.124, 38 %, 2027 MiB, 93293 MiB, 36
2026/03/20 05:36:38.124, 94 %, 13015 MiB, 82305 MiB, 63
2026/03/20 05:37:38.125, [N/A], 27305 MiB, 68016 MiB, 34
2026/03/20 05:37:38.125, [N/A], 93 MiB, 95227 MiB, 31
2026/03/20 05:37:38.126, [N/A], 93 MiB, 80987 MiB, 27
2026/03/20 05:37:38.127, [N/A], 93 MiB, 80987 MiB, 26
2026/03/20 05:37:38.128, [N/A], 68 MiB, 95252 MiB, 29
2026/03/20 05:37:38.128, 94 %, 2025 MiB, 93295 MiB, 66
2026/03/20 05:37:38.128, 38 %, 2027 MiB, 93293 MiB, 36
2026/03/20 05:37:38.128, 90 %, 13015 MiB, 82305 MiB, 63
2026/03/20 05:38:38.130, [N/A], 27305 MiB, 68016 MiB, 33
2026/03/20 05:38:38.130, [N/A], 93 MiB, 95227 MiB, 30
2026/03/20 05:38:38.131, [N/A], 93 MiB, 80987 MiB, 27
2026/03/20 05:38:38.131, [N/A], 93 MiB, 80987 MiB, 25
2026/03/20 05:38:38.132, [N/A], 68 MiB, 95252 MiB, 29
2026/03/20 05:38:38.132, 12 %, 2025 MiB, 93295 MiB, 64
2026/03/20 05:38:38.133, 40 %, 2027 MiB, 93293 MiB, 35
2026/03/20 05:38:38.133, 96 %, 13015 MiB, 82305 MiB, 63
2026/03/20 05:39:38.133, [N/A], 27305 MiB, 68016 MiB, 34
2026/03/20 05:39:38.134, [N/A], 93 MiB, 95227 MiB, 30
2026/03/20 05:39:38.135, [N/A], 93 MiB, 80987 MiB, 27
2026/03/20 05:39:38.135, [N/A], 93 MiB, 80987 MiB, 26
2026/03/20 05:39:38.136, [N/A], 68 MiB, 95252 MiB, 29
2026/03/20 05:39:38.136, 93 %, 2025 MiB, 93295 MiB, 66
2026/03/20 05:39:38.136, 31 %, 2027 MiB, 93293 MiB, 36
2026/03/20 05:39:38.137, 94 %, 13015 MiB, 82305 MiB, 63
2026/03/20 05:40:38.138, [N/A], 27305 MiB, 68016 MiB, 35
2026/03/20 05:40:38.138, [N/A], 93 MiB, 95227 MiB, 31
2026/03/20 05:40:38.139, [N/A], 93 MiB, 80987 MiB, 28
2026/03/20 05:40:38.139, [N/A], 93 MiB, 80987 MiB, 27
2026/03/20 05:40:38.140, [N/A], 68 MiB, 95252 MiB, 30
2026/03/20 05:40:38.141, 98 %, 2025 MiB, 93295 MiB, 67
2026/03/20 05:40:38.141, 41 %, 2027 MiB, 93293 MiB, 37
2026/03/20 05:40:38.141, 95 %, 13015 MiB, 82305 MiB, 64
2026/03/20 05:41:38.142, [N/A], 27305 MiB, 68016 MiB, 35
2026/03/20 05:41:38.142, [N/A], 93 MiB, 95227 MiB, 31
2026/03/20 05:41:38.143, [N/A], 93 MiB, 80987 MiB, 28
2026/03/20 05:41:38.143, [N/A], 93 MiB, 80987 MiB, 26
2026/03/20 05:41:38.144, [N/A], 68 MiB, 95252 MiB, 30
2026/03/20 05:41:38.144, 98 %, 2025 MiB, 93295 MiB, 66
2026/03/20 05:41:38.144, 24 %, 2027 MiB, 93293 MiB, 36
2026/03/20 05:41:38.145, 95 %, 13015 MiB, 82305 MiB, 64
2026/03/20 05:42:38.145, [N/A], 27305 MiB, 68016 MiB, 34
2026/03/20 05:42:38.146, [N/A], 93 MiB, 95227 MiB, 31
2026/03/20 05:42:38.146, [N/A], 93 MiB, 80987 MiB, 28
2026/03/20 05:42:38.147, [N/A], 93 MiB, 80987 MiB, 26
2026/03/20 05:42:38.148, [N/A], 68 MiB, 95252 MiB, 30
2026/03/20 05:42:38.148, 98 %, 2025 MiB, 93295 MiB, 66
2026/03/20 05:42:38.148, 31 %, 2027 MiB, 93293 MiB, 37
2026/03/20 05:42:38.148, 95 %, 13015 MiB, 82305 MiB, 63
