timestamp, utilization.gpu [%], memory.used [MiB], memory.free [MiB], temperature.gpu
2026/03/21 01:30:49.133, [N/A], 87 MiB, 80993 MiB, 19
2026/03/21 01:30:49.133, [N/A], 58 MiB, 95262 MiB, 23
2026/03/21 01:30:49.134, 24 %, 19107 MiB, 76213 MiB, 29
2026/03/21 01:30:49.134, 97 %, 42039 MiB, 53281 MiB, 55
2026/03/21 01:30:49.134, 100 %, 89748 MiB, 5572 MiB, 43
2026/03/21 01:31:49.135, [N/A], 61294 MiB, 34027 MiB, 35
2026/03/21 01:31:49.135, [N/A], 87 MiB, 95234 MiB, 23
2026/03/21 01:31:49.136, [N/A], 87 MiB, 80993 MiB, 20
2026/03/21 01:31:49.136, [N/A], 87 MiB, 80993 MiB, 19
2026/03/21 01:31:49.137, [N/A], 58 MiB, 95262 MiB, 23
2026/03/21 01:31:49.138, 24 %, 19107 MiB, 76213 MiB, 28
2026/03/21 01:31:49.138, 97 %, 42039 MiB, 53281 MiB, 54
2026/03/21 01:31:49.138, 100 %, 89748 MiB, 5572 MiB, 43
2026/03/21 01:32:49.138, [N/A], 62550 MiB, 32771 MiB, 35
2026/03/21 01:32:49.139, [N/A], 87 MiB, 95234 MiB, 23
2026/03/21 01:32:49.139, [N/A], 87 MiB, 80993 MiB, 19
2026/03/21 01:32:49.140, [N/A], 87 MiB, 80993 MiB, 18
2026/03/21 01:32:49.140, [N/A], 58 MiB, 95262 MiB, 22
2026/03/21 01:32:49.141, 23 %, 19107 MiB, 76213 MiB, 27
2026/03/21 01:32:49.141, 96 %, 42039 MiB, 53281 MiB, 54
2026/03/21 01:32:49.141, 100 %, 89748 MiB, 5572 MiB, 42
2026/03/21 01:33:49.142, [N/A], 45776 MiB, 49544 MiB, 34
2026/03/21 01:33:49.206, [N/A], 87 MiB, 95234 MiB, 23
2026/03/21 01:33:49.207, [N/A], 87 MiB, 80993 MiB, 19
2026/03/21 01:33:49.207, [N/A], 87 MiB, 80993 MiB, 18
2026/03/21 01:33:49.208, [N/A], 58 MiB, 95262 MiB, 22
2026/03/21 01:33:49.208, 0 %, 0 MiB, 95320 MiB, 23
2026/03/21 01:33:49.208, 54 %, 42039 MiB, 53281 MiB, 44
2026/03/21 01:33:49.209, 100 %, 89748 MiB, 5572 MiB, 42
2026/03/21 01:34:49.209, [N/A], 61708 MiB, 33613 MiB, 38
2026/03/21 01:34:49.210, [N/A], 87 MiB, 95234 MiB, 23
2026/03/21 01:34:49.211, [N/A], 87 MiB, 80993 MiB, 19
2026/03/21 01:34:49.211, [N/A], 87 MiB, 80993 MiB, 19
2026/03/21 01:34:49.212, [N/A], 58 MiB, 95262 MiB, 22
2026/03/21 01:34:49.212, 0 %, 0 MiB, 95320 MiB, 22
2026/03/21 01:34:49.212, 55 %, 42039 MiB, 53281 MiB, 42
2026/03/21 01:34:49.213, 100 %, 89748 MiB, 5572 MiB, 42
2026/03/21 01:35:49.213, [N/A], 61294 MiB, 34027 MiB, 35
2026/03/21 01:35:49.214, [N/A], 87 MiB, 95234 MiB, 23
2026/03/21 01:35:49.214, [N/A], 87 MiB, 80993 MiB, 19
2026/03/21 01:35:49.215, [N/A], 87 MiB, 80993 MiB, 19
2026/03/21 01:35:49.215, [N/A], 58 MiB, 95262 MiB, 22
2026/03/21 01:35:49.216, 56 %, 24915 MiB, 70405 MiB, 32
2026/03/21 01:35:49.216, 97 %, 42039 MiB, 53281 MiB, 50
2026/03/21 01:35:49.216, 100 %, 89748 MiB, 5572 MiB, 43
2026/03/21 01:36:49.217, [N/A], 62550 MiB, 32771 MiB, 36
2026/03/21 01:36:49.218, [N/A], 87 MiB, 95234 MiB, 23
2026/03/21 01:36:49.218, [N/A], 87 MiB, 80993 MiB, 19
2026/03/21 01:36:49.219, [N/A], 87 MiB, 80993 MiB, 19
2026/03/21 01:36:49.219, [N/A], 58 MiB, 95262 MiB, 22
2026/03/21 01:36:49.220, 58 %, 24935 MiB, 70385 MiB, 36
2026/03/21 01:36:49.220, 96 %, 42039 MiB, 53281 MiB, 53
2026/03/21 01:36:49.220, 100 %, 89748 MiB, 5572 MiB, 42
2026/03/21 01:37:49.221, [N/A], 61768 MiB, 33553 MiB, 35
2026/03/21 01:37:49.222, [N/A], 87 MiB, 95234 MiB, 23
2026/03/21 01:37:49.222, [N/A], 87 MiB, 80993 MiB, 19
2026/03/21 01:37:49.223, [N/A], 87 MiB, 80993 MiB, 18
2026/03/21 01:37:49.223, [N/A], 58 MiB, 95262 MiB, 22
2026/03/21 01:37:49.224, 52 %, 24937 MiB, 70383 MiB, 36
2026/03/21 01:37:49.224, 95 %, 42039 MiB, 53281 MiB, 54
2026/03/21 01:37:49.224, 100 %, 89748 MiB, 5572 MiB, 41
2026/03/21 01:38:49.224, [N/A], 44950 MiB, 50370 MiB, 33
2026/03/21 01:38:49.225, [N/A], 87 MiB, 95234 MiB, 23
2026/03/21 01:38:49.225, [N/A], 87 MiB, 80993 MiB, 19
2026/03/21 01:38:49.226, [N/A], 87 MiB, 80993 MiB, 18
2026/03/21 01:38:49.226, [N/A], 58 MiB, 95262 MiB, 22
2026/03/21 01:38:49.227, 48 %, 24937 MiB, 70383 MiB, 36
2026/03/21 01:38:49.227, 96 %, 42039 MiB, 53281 MiB, 54
2026/03/21 01:38:49.227, 100 %, 89748 MiB, 5572 MiB, 42
